spans	sentence
7 7	Edith Matilda Clara Kimball was born at Chicago on 06 September 1890 . His mother is Pauline Garrette Kimball
9 11	Edith Matilda Clara Kimball was born at Chicago on 06 September 1890 . His mother is Pauline Garrette Kimball
16 18	Edith Matilda Clara Kimball was born at Chicago on 06 September 1890 . His mother is Pauline Garrette Kimball
0 3	Benjamin Brian Thomas Watt was born at Marylebone on 06 December 1962 . His mother is Romany Bain
7 7	Benjamin Brian Thomas Watt was born at Marylebone on 06 December 1962 . His mother is Romany Bain
9 11	Benjamin Brian Thomas Watt was born at Marylebone on 06 December 1962 . His mother is Romany Bain
16 17	Benjamin Brian Thomas Watt was born at Marylebone on 06 December 1962 . His mother is Romany Bain
0 2	Jeffrey Edward Epstein was born at Brooklyn on 20 January 1953 . His mother is Pauline Epstein
6 6	Jeffrey Edward Epstein was born at Brooklyn on 20 January 1953 . His mother is Pauline Epstein
8 10	Jeffrey Edward Epstein was born at Brooklyn on 20 January 1953 . His mother is Pauline Epstein
15 16	Jeffrey Edward Epstein was born at Brooklyn on 20 January 1953 . His mother is Pauline Epstein
0 2	Agnes Dunbar Moodie was born at Cobourg on 01 January 1833 . His mother is Susanna Moodie
6 6	Agnes Dunbar Moodie was born at Cobourg on 01 January 1833 . His mother is Susanna Moodie
8 10	Agnes Dunbar Moodie was born at Cobourg on 01 January 1833 . His mother is Susanna Moodie
15 16	Agnes Dunbar Moodie was born at Cobourg on 01 January 1833 . His mother is Susanna Moodie
0 3	William George Arthur Ormsby-Gore was born at London on 11 April 1885 . His mother is Lady Margaret Gordon
7 7	William George Arthur Ormsby-Gore was born at London on 11 April 1885 . His mother is Lady Margaret Gordon
9 11	William George Arthur Ormsby-Gore was born at London on 11 April 1885 . His mother is Lady Margaret Gordon
16 18	William George Arthur Ormsby-Gore was born at London on 11 April 1885 . His mother is Lady Margaret Gordon
0 2	Jeremy Bernard Corbyn was born at Chippenham on 01 January 1949 . His mother is Naomi Loveday Josling
6 6	Jeremy Bernard Corbyn was born at Chippenham on 01 January 1949 . His mother is Naomi Loveday Josling
8 10	Jeremy Bernard Corbyn was born at Chippenham on 01 January 1949 . His mother is Naomi Loveday Josling
15 17	Jeremy Bernard Corbyn was born at Chippenham on 01 January 1949 . His mother is Naomi Loveday Josling
0 2	Jeremy Bernard Corbyn was born at Chippenham on 26 May 1949 . His mother is Naomi Loveday Josling
6 6	Jeremy Bernard Corbyn was born at Chippenham on 26 May 1949 . His mother is Naomi Loveday Josling
8 10	Jeremy Bernard Corbyn was born at Chippenham on 26 May 1949 . His mother is Naomi Loveday Josling
15 17	Jeremy Bernard Corbyn was born at Chippenham on 26 May 1949 . His mother is Naomi Loveday Josling
0 2	Allan Preston Sachs was born at The Bronx on 19 February 1951 . His mother is Helen Merrill
6 7	Allan Preston Sachs was born at The Bronx on 19 February 1951 . His mother is Helen Merrill
9 11	Allan Preston Sachs was born at The Bronx on 19 February 1951 . His mother is Helen Merrill
16 17	Allan Preston Sachs was born at The Bronx on 19 February 1951 . His mother is Helen Merrill
0 2	John Horace Round was born at Hove on 22 February 1854 . His mother is Laura Smith
6 6	John Horace Round was born at Hove on 22 February 1854 . His mother is Laura Smith
8 10	John Horace Round was born at Hove on 22 February 1854 . His mother is Laura Smith
15 16	John Horace Round was born at Hove on 22 February 1854 . His mother is Laura Smith
0 4	Martha Sharp Crawford von Bülow was born at Manassas on 01 September 1932 . His mother is Annie Laurie Warmack
8 8	Martha Sharp Crawford von Bülow was born at Manassas on 01 September 1932 . His mother is Annie Laurie Warmack
10 12	Martha Sharp Crawford von Bülow was born at Manassas on 01 September 1932 . His mother is Annie Laurie Warmack
17 19	Martha Sharp Crawford von Bülow was born at Manassas on 01 September 1932 . His mother is Annie Laurie Warmack
0 2	Christopher John Mottram was born at Kingston upon Thames on 25 April 1955 . His mother is Joy Mottram
6 8	Christopher John Mottram was born at Kingston upon Thames on 25 April 1955 . His mother is Joy Mottram
10 12	Christopher John Mottram was born at Kingston upon Thames on 25 April 1955 . His mother is Joy Mottram
17 18	Christopher John Mottram was born at Kingston upon Thames on 25 April 1955 . His mother is Joy Mottram
0 1	Sophie Holloway was born at London on 15 September 1977 . His mother is Tessa Dahl
5 5	Sophie Holloway was born at London on 15 September 1977 . His mother is Tessa Dahl
7 9	Sophie Holloway was born at London on 15 September 1977 . His mother is Tessa Dahl
14 15	Sophie Holloway was born at London on 15 September 1977 . His mother is Tessa Dahl
0 2	Carrietta N. White was born on 21 September 1963 . His mother is Margaret White
6 8	Carrietta N. White was born on 21 September 1963 . His mother is Margaret White
13 14	Carrietta N. White was born on 21 September 1963 . His mother is Margaret White
0 1	Catelyn Tully was born at Riverrun . His mother is Minisa Tully
5 5	Catelyn Tully was born at Riverrun . His mother is Minisa Tully
10 11	Catelyn Tully was born at Riverrun . His mother is Minisa Tully
0 2	Arthur Ernest Guinness was born on 02 November 1876 . His mother is Adelaide Maria Guinness
6 8	Arthur Ernest Guinness was born on 02 November 1876 . His mother is Adelaide Maria Guinness
13 15	Arthur Ernest Guinness was born on 02 November 1876 . His mother is Adelaide Maria Guinness
0 2	Terrance Stanley Fox was born at Hamilton on 28 July 1958 . His mother is Betty Fox
6 6	Terrance Stanley Fox was born at Hamilton on 28 July 1958 . His mother is Betty Fox
8 10	Terrance Stanley Fox was born at Hamilton on 28 July 1958 . His mother is Betty Fox
15 16	Terrance Stanley Fox was born at Hamilton on 28 July 1958 . His mother is Betty Fox
0 2	Terrance Stanley Fox was born at Winnipeg on 28 July 1958 . His mother is Betty Fox
6 6	Terrance Stanley Fox was born at Winnipeg on 28 July 1958 . His mother is Betty Fox
8 10	Terrance Stanley Fox was born at Winnipeg on 28 July 1958 . His mother is Betty Fox
15 16	Terrance Stanley Fox was born at Winnipeg on 28 July 1958 . His mother is Betty Fox
0 2	Lionel Herbert Blythe was born at Philadelphia on 28 April 1878 . His mother is Georgiana Drew
6 6	Lionel Herbert Blythe was born at Philadelphia on 28 April 1878 . His mother is Georgiana Drew
8 10	Lionel Herbert Blythe was born at Philadelphia on 28 April 1878 . His mother is Georgiana Drew
15 16	Lionel Herbert Blythe was born at Philadelphia on 28 April 1878 . His mother is Georgiana Drew
0 4	Billie Eilish Pirate Baird O\'Connell was born at Los Angeles on 18 December 2001 . His mother is Maggie Baird
8 9	Billie Eilish Pirate Baird O\'Connell was born at Los Angeles on 18 December 2001 . His mother is Maggie Baird
11 13	Billie Eilish Pirate Baird O\'Connell was born at Los Angeles on 18 December 2001 . His mother is Maggie Baird
18 19	Billie Eilish Pirate Baird O\'Connell was born at Los Angeles on 18 December 2001 . His mother is Maggie Baird
0 2	Thomas William Hiddleston was born at Westminster on 09 February 1981 . His mother is Diana Patricia Servaes
6 6	Thomas William Hiddleston was born at Westminster on 09 February 1981 . His mother is Diana Patricia Servaes
8 10	Thomas William Hiddleston was born at Westminster on 09 February 1981 . His mother is Diana Patricia Servaes
15 17	Thomas William Hiddleston was born at Westminster on 09 February 1981 . His mother is Diana Patricia Servaes
0 2	Charles Kenneth Howard-Bury was born at Charleville Castle on 15 August 1883 . His mother is Lady Emily Bury
6 7	Charles Kenneth Howard-Bury was born at Charleville Castle on 15 August 1883 . His mother is Lady Emily Bury
9 11	Charles Kenneth Howard-Bury was born at Charleville Castle on 15 August 1883 . His mother is Lady Emily Bury
16 18	Charles Kenneth Howard-Bury was born at Charleville Castle on 15 August 1883 . His mother is Lady Emily Bury
0 2	Charles Kenneth Howard-Bury was born at Charleville Castle on 15 August 1881 . His mother is Lady Emily Bury
6 7	Charles Kenneth Howard-Bury was born at Charleville Castle on 15 August 1881 . His mother is Lady Emily Bury
9 11	Charles Kenneth Howard-Bury was born at Charleville Castle on 15 August 1881 . His mother is Lady Emily Bury
16 18	Charles Kenneth Howard-Bury was born at Charleville Castle on 15 August 1881 . His mother is Lady Emily Bury
0 2	George Randolph Scott was born at Orange County on 23 January 1898 . His mother is Lucy Lavinia Crane
6 7	George Randolph Scott was born at Orange County on 23 January 1898 . His mother is Lucy Lavinia Crane
9 11	George Randolph Scott was born at Orange County on 23 January 1898 . His mother is Lucy Lavinia Crane
16 18	George Randolph Scott was born at Orange County on 23 January 1898 . His mother is Lucy Lavinia Crane
0 3	Harold Adrian Russell Philby was born at Ambala on 01 January 1912 . His mother is Dora Johnston
7 7	Harold Adrian Russell Philby was born at Ambala on 01 January 1912 . His mother is Dora Johnston
9 11	Harold Adrian Russell Philby was born at Ambala on 01 January 1912 . His mother is Dora Johnston
16 17	Harold Adrian Russell Philby was born at Ambala on 01 January 1912 . His mother is Dora Johnston
0 2	Matilda Elizabeth Ramsay was born at London on 08 November 2001 . His mother is Tana Ramsay
6 6	Matilda Elizabeth Ramsay was born at London on 08 November 2001 . His mother is Tana Ramsay
8 10	Matilda Elizabeth Ramsay was born at London on 08 November 2001 . His mother is Tana Ramsay
15 16	Matilda Elizabeth Ramsay was born at London on 08 November 2001 . His mother is Tana Ramsay
0 2	Christopher Scott Kyle was born at Odessa on 08 April 1974 . His mother is Deby Kyle
6 6	Christopher Scott Kyle was born at Odessa on 08 April 1974 . His mother is Deby Kyle
8 10	Christopher Scott Kyle was born at Odessa on 08 April 1974 . His mother is Deby Kyle
15 16	Christopher Scott Kyle was born at Odessa on 08 April 1974 . His mother is Deby Kyle
0 3	Ian Richard Kyle Paisley was born at Armagh on 01 January 199 . His mother is Isabella Turnbull
7 7	Ian Richard Kyle Paisley was born at Armagh on 01 January 199 . His mother is Isabella Turnbull
9 11	Ian Richard Kyle Paisley was born at Armagh on 01 January 199 . His mother is Isabella Turnbull
16 17	Ian Richard Kyle Paisley was born at Armagh on 01 January 199 . His mother is Isabella Turnbull
0 2	James Todd Spader was born at Boston on 07 February 1960 . His mother is Jean Fraser
6 6	James Todd Spader was born at Boston on 07 February 1960 . His mother is Jean Fraser
8 10	James Todd Spader was born at Boston on 07 February 1960 . His mother is Jean Fraser
15 16	James Todd Spader was born at Boston on 07 February 1960 . His mother is Jean Fraser
0 2	Brandon Cole Margera was born at West Chester on 28 September 1979 . His mother is April Margera
6 7	Brandon Cole Margera was born at West Chester on 28 September 1979 . His mother is April Margera
9 11	Brandon Cole Margera was born at West Chester on 28 September 1979 . His mother is April Margera
16 17	Brandon Cole Margera was born at West Chester on 28 September 1979 . His mother is April Margera
0 3	Emilie Charlotte Le Breton was born at Saint Saviour on 13 October 1853 . His mother is Emilie Charlotte Martin
7 8	Emilie Charlotte Le Breton was born at Saint Saviour on 13 October 1853 . His mother is Emilie Charlotte Martin
10 12	Emilie Charlotte Le Breton was born at Saint Saviour on 13 October 1853 . His mother is Emilie Charlotte Martin
17 19	Emilie Charlotte Le Breton was born at Saint Saviour on 13 October 1853 . His mother is Emilie Charlotte Martin
0 2	Liliane de Bettencourt was born at Paris on 21 October 1922 . His mother is Louise Madeleine Berthe Schueller
6 6	Liliane de Bettencourt was born at Paris on 21 October 1922 . His mother is Louise Madeleine Berthe Schueller
8 10	Liliane de Bettencourt was born at Paris on 21 October 1922 . His mother is Louise Madeleine Berthe Schueller
15 18	Liliane de Bettencourt was born at Paris on 21 October 1922 . His mother is Louise Madeleine Berthe Schueller
0 3	Samuel George Davis Jr. was born at New York City on 08 December 1925 . His mother is Elvera Sanchez
7 9	Samuel George Davis Jr. was born at New York City on 08 December 1925 . His mother is Elvera Sanchez
11 13	Samuel George Davis Jr. was born at New York City on 08 December 1925 . His mother is Elvera Sanchez
18 19	Samuel George Davis Jr. was born at New York City on 08 December 1925 . His mother is Elvera Sanchez
0 3	Willow Camille Reign Smith was born at Los Angeles on 31 October 2000 . His mother is Jada Pinkett Smith
7 8	Willow Camille Reign Smith was born at Los Angeles on 31 October 2000 . His mother is Jada Pinkett Smith
10 12	Willow Camille Reign Smith was born at Los Angeles on 31 October 2000 . His mother is Jada Pinkett Smith
17 19	Willow Camille Reign Smith was born at Los Angeles on 31 October 2000 . His mother is Jada Pinkett Smith
0 3	John Wayne Gacy, Jr. was born at Edgewater Hospital on 17 March 1942 . His mother is Marion Elaine Robinson
7 8	John Wayne Gacy, Jr. was born at Edgewater Hospital on 17 March 1942 . His mother is Marion Elaine Robinson
10 12	John Wayne Gacy, Jr. was born at Edgewater Hospital on 17 March 1942 . His mother is Marion Elaine Robinson
17 19	John Wayne Gacy, Jr. was born at Edgewater Hospital on 17 March 1942 . His mother is Marion Elaine Robinson
0 1	Julia Stanley was born at Liverpool on 12 March 1914 . His mother is Annie Jane Milward (Millward)
5 5	Julia Stanley was born at Liverpool on 12 March 1914 . His mother is Annie Jane Milward (Millward)
7 9	Julia Stanley was born at Liverpool on 12 March 1914 . His mother is Annie Jane Milward (Millward)
14 17	Julia Stanley was born at Liverpool on 12 March 1914 . His mother is Annie Jane Milward (Millward)
0 3	Timothy Miles Bindon Rice was born at St Albans on 10 November 1944 . His mother is Joan Odette Bawden
7 8	Timothy Miles Bindon Rice was born at St Albans on 10 November 1944 . His mother is Joan Odette Bawden
10 12	Timothy Miles Bindon Rice was born at St Albans on 10 November 1944 . His mother is Joan Odette Bawden
17 19	Timothy Miles Bindon Rice was born at St Albans on 10 November 1944 . His mother is Joan Odette Bawden
0 2	Noël Pierce Coward was born at Teddington on 16 December 1899 . His mother is Violet Agnes Veitch
6 6	Noël Pierce Coward was born at Teddington on 16 December 1899 . His mother is Violet Agnes Veitch
8 10	Noël Pierce Coward was born at Teddington on 16 December 1899 . His mother is Violet Agnes Veitch
15 17	Noël Pierce Coward was born at Teddington on 16 December 1899 . His mother is Violet Agnes Veitch
0 2	Rudolf Valer\'evich Schumann was born at Ozyorsk on 20 February 1995 . His mother is Irina Getmanenko
6 6	Rudolf Valer\'evich Schumann was born at Ozyorsk on 20 February 1995 . His mother is Irina Getmanenko
8 10	Rudolf Valer\'evich Schumann was born at Ozyorsk on 20 February 1995 . His mother is Irina Getmanenko
15 16	Rudolf Valer\'evich Schumann was born at Ozyorsk on 20 February 1995 . His mother is Irina Getmanenko
0 2	Elisabeth Susanne Heyerdahl was born at Oslo on 20 October 1858 . His mother is Anne Cathrine Broch
6 6	Elisabeth Susanne Heyerdahl was born at Oslo on 20 October 1858 . His mother is Anne Cathrine Broch
8 10	Elisabeth Susanne Heyerdahl was born at Oslo on 20 October 1858 . His mother is Anne Cathrine Broch
15 17	Elisabeth Susanne Heyerdahl was born at Oslo on 20 October 1858 . His mother is Anne Cathrine Broch
0 4	William Rufus de Vane King was born at Sampson County on 07 April 1786 . His mother is Margaret de Vane
8 9	William Rufus de Vane King was born at Sampson County on 07 April 1786 . His mother is Margaret de Vane
11 13	William Rufus de Vane King was born at Sampson County on 07 April 1786 . His mother is Margaret de Vane
18 20	William Rufus de Vane King was born at Sampson County on 07 April 1786 . His mother is Margaret de Vane
0 2	Thomas Riley Marshall was born at North Manchester on 14 March 1854 . His mother is Martha Patterson
6 7	Thomas Riley Marshall was born at North Manchester on 14 March 1854 . His mother is Martha Patterson
9 11	Thomas Riley Marshall was born at North Manchester on 14 March 1854 . His mother is Martha Patterson
16 17	Thomas Riley Marshall was born at North Manchester on 14 March 1854 . His mother is Martha Patterson
0 7	Derek Jules Gaspard Ulric Niven van den Bogaerde was born at West Hampstead on 28 March 1921 . His mother is Margaret Niven
11 12	Derek Jules Gaspard Ulric Niven van den Bogaerde was born at West Hampstead on 28 March 1921 . His mother is Margaret Niven
14 16	Derek Jules Gaspard Ulric Niven van den Bogaerde was born at West Hampstead on 28 March 1921 . His mother is Margaret Niven
21 22	Derek Jules Gaspard Ulric Niven van den Bogaerde was born at West Hampstead on 28 March 1921 . His mother is Margaret Niven
0 2	James Oliver Cromwell was born at Los Angeles on 27 January 1940 . His mother is Kay Johnson
6 7	James Oliver Cromwell was born at Los Angeles on 27 January 1940 . His mother is Kay Johnson
9 11	James Oliver Cromwell was born at Los Angeles on 27 January 1940 . His mother is Kay Johnson
16 17	James Oliver Cromwell was born at Los Angeles on 27 January 1940 . His mother is Kay Johnson
0 3	Mary Anna Randolph Custis was born at Clarke County on 01 October 1808 . His mother is Mary Lee Fitzhugh Custis
7 8	Mary Anna Randolph Custis was born at Clarke County on 01 October 1808 . His mother is Mary Lee Fitzhugh Custis
10 12	Mary Anna Randolph Custis was born at Clarke County on 01 October 1808 . His mother is Mary Lee Fitzhugh Custis
17 20	Mary Anna Randolph Custis was born at Clarke County on 01 October 1808 . His mother is Mary Lee Fitzhugh Custis
0 2	Robert Threshire Reid was born at Corfu on 03 April 1846 . His mother is Mary Threshie
6 6	Robert Threshire Reid was born at Corfu on 03 April 1846 . His mother is Mary Threshie
8 10	Robert Threshire Reid was born at Corfu on 03 April 1846 . His mother is Mary Threshie
15 16	Robert Threshire Reid was born at Corfu on 03 April 1846 . His mother is Mary Threshie
0 3	Darren Edward Andrew Randolph was born at Bray on 12 May 1987 . His mother is Anne Randolph
7 7	Darren Edward Andrew Randolph was born at Bray on 12 May 1987 . His mother is Anne Randolph
9 11	Darren Edward Andrew Randolph was born at Bray on 12 May 1987 . His mother is Anne Randolph
16 17	Darren Edward Andrew Randolph was born at Bray on 12 May 1987 . His mother is Anne Randolph
0 3	David Fielding Gough Boyd was born at Murrumbeena on 01 January 1924 . His mother is Doris Boyd
7 7	David Fielding Gough Boyd was born at Murrumbeena on 01 January 1924 . His mother is Doris Boyd
9 11	David Fielding Gough Boyd was born at Murrumbeena on 01 January 1924 . His mother is Doris Boyd
16 17	David Fielding Gough Boyd was born at Murrumbeena on 01 January 1924 . His mother is Doris Boyd
0 3	David Fielding Gough Boyd was born at Murrumbeena on 23 August 1924 . His mother is Doris Boyd
7 7	David Fielding Gough Boyd was born at Murrumbeena on 23 August 1924 . His mother is Doris Boyd
9 11	David Fielding Gough Boyd was born at Murrumbeena on 23 August 1924 . His mother is Doris Boyd
16 17	David Fielding Gough Boyd was born at Murrumbeena on 23 August 1924 . His mother is Doris Boyd
0 2	David Lawrence Ezrin was born at Toronto on 03 December 1966 . His mother is Arlene Sarner
6 6	David Lawrence Ezrin was born at Toronto on 03 December 1966 . His mother is Arlene Sarner
8 10	David Lawrence Ezrin was born at Toronto on 03 December 1966 . His mother is Arlene Sarner
15 16	David Lawrence Ezrin was born at Toronto on 03 December 1966 . His mother is Arlene Sarner
0 2	David Storr Unwin was born at London on 03 December 1918 . His mother is Alice Mary Storr
6 6	David Storr Unwin was born at London on 03 December 1918 . His mother is Alice Mary Storr
8 10	David Storr Unwin was born at London on 03 December 1918 . His mother is Alice Mary Storr
15 17	David Storr Unwin was born at London on 03 December 1918 . His mother is Alice Mary Storr
0 2	William D\'Wolf Hopper was born at New York City on 30 March 1858 . His mother is Rosalie DeWolf Hopper
6 8	William D\'Wolf Hopper was born at New York City on 30 March 1858 . His mother is Rosalie DeWolf Hopper
10 12	William D\'Wolf Hopper was born at New York City on 30 March 1858 . His mother is Rosalie DeWolf Hopper
17 19	William D\'Wolf Hopper was born at New York City on 30 March 1858 . His mother is Rosalie DeWolf Hopper
0 3	Alexander Denys Herbert Parsons was born at London on 12 March 1914 . His mother is Viola Tree
7 7	Alexander Denys Herbert Parsons was born at London on 12 March 1914 . His mother is Viola Tree
9 11	Alexander Denys Herbert Parsons was born at London on 12 March 1914 . His mother is Viola Tree
16 17	Alexander Denys Herbert Parsons was born at London on 12 March 1914 . His mother is Viola Tree
0 3	Richard Arthur Warren Hughes was born at Weybridge on 19 April 1900 . His mother is Louisa Grace Warren
7 7	Richard Arthur Warren Hughes was born at Weybridge on 19 April 1900 . His mother is Louisa Grace Warren
9 11	Richard Arthur Warren Hughes was born at Weybridge on 19 April 1900 . His mother is Louisa Grace Warren
16 18	Richard Arthur Warren Hughes was born at Weybridge on 19 April 1900 . His mother is Louisa Grace Warren
0 3	George Ian Duncan Smith was born at Edinburgh on 09 April 1954 . His mother is Pamela Mary Summers
7 7	George Ian Duncan Smith was born at Edinburgh on 09 April 1954 . His mother is Pamela Mary Summers
9 11	George Ian Duncan Smith was born at Edinburgh on 09 April 1954 . His mother is Pamela Mary Summers
16 18	George Ian Duncan Smith was born at Edinburgh on 09 April 1954 . His mother is Pamela Mary Summers
0 3	George Ian Duncan Smith was born at Edinburgh on 01 January 1954 . His mother is Pamela Mary Summers
7 7	George Ian Duncan Smith was born at Edinburgh on 01 January 1954 . His mother is Pamela Mary Summers
9 11	George Ian Duncan Smith was born at Edinburgh on 01 January 1954 . His mother is Pamela Mary Summers
16 18	George Ian Duncan Smith was born at Edinburgh on 01 January 1954 . His mother is Pamela Mary Summers
0 3	Aaron Hillel George Swartz was born at Highland Park on 08 November 1986 . His mother is Susan Swartz
7 8	Aaron Hillel George Swartz was born at Highland Park on 08 November 1986 . His mother is Susan Swartz
10 12	Aaron Hillel George Swartz was born at Highland Park on 08 November 1986 . His mother is Susan Swartz
17 18	Aaron Hillel George Swartz was born at Highland Park on 08 November 1986 . His mother is Susan Swartz
0 2	Elvis Aaron Presley was born at Tupelo on 08 January 1935 . His mother is Gladys Presley
6 6	Elvis Aaron Presley was born at Tupelo on 08 January 1935 . His mother is Gladys Presley
8 10	Elvis Aaron Presley was born at Tupelo on 08 January 1935 . His mother is Gladys Presley
15 16	Elvis Aaron Presley was born at Tupelo on 08 January 1935 . His mother is Gladys Presley
0 2	Thea Dearden Queen was born at Star City on 21 January 1995 . His mother is Moira Queen
6 7	Thea Dearden Queen was born at Star City on 21 January 1995 . His mother is Moira Queen
9 11	Thea Dearden Queen was born at Star City on 21 January 1995 . His mother is Moira Queen
16 17	Thea Dearden Queen was born at Star City on 21 January 1995 . His mother is Moira Queen
0 2	Eric Hilliard Nelson was born at Teaneck on 08 May 1940 . His mother is Harriet Nelson
6 6	Eric Hilliard Nelson was born at Teaneck on 08 May 1940 . His mother is Harriet Nelson
8 10	Eric Hilliard Nelson was born at Teaneck on 08 May 1940 . His mother is Harriet Nelson
15 16	Eric Hilliard Nelson was born at Teaneck on 08 May 1940 . His mother is Harriet Nelson
0 2	Lynne Irene Spears was born at McComb on 04 May 1955 . His mother is Lilian Irene Portell
6 6	Lynne Irene Spears was born at McComb on 04 May 1955 . His mother is Lilian Irene Portell
8 10	Lynne Irene Spears was born at McComb on 04 May 1955 . His mother is Lilian Irene Portell
15 17	Lynne Irene Spears was born at McComb on 04 May 1955 . His mother is Lilian Irene Portell
0 2	Author:Richard Hurrell Froude was born at Dartington on 25 March 1803 . His mother is Margaret Spedding
6 6	Author:Richard Hurrell Froude was born at Dartington on 25 March 1803 . His mother is Margaret Spedding
8 10	Author:Richard Hurrell Froude was born at Dartington on 25 March 1803 . His mother is Margaret Spedding
15 16	Author:Richard Hurrell Froude was born at Dartington on 25 March 1803 . His mother is Margaret Spedding
0 2	Eleanor Mary Sherman was born at Fairfield County on 01 January 1859 . His mother is Eleanor Boyle Ewing Sherman
6 7	Eleanor Mary Sherman was born at Fairfield County on 01 January 1859 . His mother is Eleanor Boyle Ewing Sherman
9 11	Eleanor Mary Sherman was born at Fairfield County on 01 January 1859 . His mother is Eleanor Boyle Ewing Sherman
16 19	Eleanor Mary Sherman was born at Fairfield County on 01 January 1859 . His mother is Eleanor Boyle Ewing Sherman
0 2	Stephen Collins Foster was born at Lawrenceville on 04 July 1826 . His mother is Eliza Clayland Tomlinson Foster
6 6	Stephen Collins Foster was born at Lawrenceville on 04 July 1826 . His mother is Eliza Clayland Tomlinson Foster
8 10	Stephen Collins Foster was born at Lawrenceville on 04 July 1826 . His mother is Eliza Clayland Tomlinson Foster
15 18	Stephen Collins Foster was born at Lawrenceville on 04 July 1826 . His mother is Eliza Clayland Tomlinson Foster
0 2	Ernest Roland Wilberforce was born at Brighstone on 22 January 1840 . His mother is Emily Sargent
6 6	Ernest Roland Wilberforce was born at Brighstone on 22 January 1840 . His mother is Emily Sargent
8 10	Ernest Roland Wilberforce was born at Brighstone on 22 January 1840 . His mother is Emily Sargent
15 16	Ernest Roland Wilberforce was born at Brighstone on 22 January 1840 . His mother is Emily Sargent
0 1	Elisabeth Forbes-Sempill was born on 06 September 1912 . His mother is Gwendolen Emily Mary Prodgers
5 7	Elisabeth Forbes-Sempill was born on 06 September 1912 . His mother is Gwendolen Emily Mary Prodgers
12 15	Elisabeth Forbes-Sempill was born on 06 September 1912 . His mother is Gwendolen Emily Mary Prodgers
0 2	Abigail Greene Aldrich was born at Providence on 26 October 1874 . His mother is Abigail Pearce Truman Chapman
6 6	Abigail Greene Aldrich was born at Providence on 26 October 1874 . His mother is Abigail Pearce Truman Chapman
8 10	Abigail Greene Aldrich was born at Providence on 26 October 1874 . His mother is Abigail Pearce Truman Chapman
15 18	Abigail Greene Aldrich was born at Providence on 26 October 1874 . His mother is Abigail Pearce Truman Chapman
0 3	Savannah Anne Kathleen Phillips was born at Gloucestershire Royal Hospital on 29 December 2010 . His mother is Autumn Phillips
7 9	Savannah Anne Kathleen Phillips was born at Gloucestershire Royal Hospital on 29 December 2010 . His mother is Autumn Phillips
11 13	Savannah Anne Kathleen Phillips was born at Gloucestershire Royal Hospital on 29 December 2010 . His mother is Autumn Phillips
18 19	Savannah Anne Kathleen Phillips was born at Gloucestershire Royal Hospital on 29 December 2010 . His mother is Autumn Phillips
0 2	John Francis Craven was born at Boston on 24 August 1881 . His mother is Ella Mayer
6 6	John Francis Craven was born at Boston on 24 August 1881 . His mother is Ella Mayer
8 10	John Francis Craven was born at Boston on 24 August 1881 . His mother is Ella Mayer
15 16	John Francis Craven was born at Boston on 24 August 1881 . His mother is Ella Mayer
0 4	Oscar Fingal O’Flahertie Wills Wilde was born at Dublin on 16 October 1854 . His mother is Jane Wilde
8 8	Oscar Fingal O’Flahertie Wills Wilde was born at Dublin on 16 October 1854 . His mother is Jane Wilde
10 12	Oscar Fingal O’Flahertie Wills Wilde was born at Dublin on 16 October 1854 . His mother is Jane Wilde
17 18	Oscar Fingal O’Flahertie Wills Wilde was born at Dublin on 16 October 1854 . His mother is Jane Wilde
0 2	Jeremy Shu-How Lin was born at Los Angeles on 23 August 1988 . His mother is Shirley Lin
6 7	Jeremy Shu-How Lin was born at Los Angeles on 23 August 1988 . His mother is Shirley Lin
9 11	Jeremy Shu-How Lin was born at Los Angeles on 23 August 1988 . His mother is Shirley Lin
16 17	Jeremy Shu-How Lin was born at Los Angeles on 23 August 1988 . His mother is Shirley Lin
0 3	Justin Pierre James Trudeau was born at Ottawa on 25 December 1971 . His mother is Margaret Trudeau
7 7	Justin Pierre James Trudeau was born at Ottawa on 25 December 1971 . His mother is Margaret Trudeau
9 11	Justin Pierre James Trudeau was born at Ottawa on 25 December 1971 . His mother is Margaret Trudeau
16 17	Justin Pierre James Trudeau was born at Ottawa on 25 December 1971 . His mother is Margaret Trudeau
0 3	Edward Charles Morrice Fox was born at Chelsea on 13 April 1937 . His mother is Angela Muriel Darita Worthington
7 7	Edward Charles Morrice Fox was born at Chelsea on 13 April 1937 . His mother is Angela Muriel Darita Worthington
9 11	Edward Charles Morrice Fox was born at Chelsea on 13 April 1937 . His mother is Angela Muriel Darita Worthington
16 19	Edward Charles Morrice Fox was born at Chelsea on 13 April 1937 . His mother is Angela Muriel Darita Worthington
0 2	Tyrone Edmund Power was born at Cincinnati on 05 May 1914 . His mother is Patia Power
6 6	Tyrone Edmund Power was born at Cincinnati on 05 May 1914 . His mother is Patia Power
8 10	Tyrone Edmund Power was born at Cincinnati on 05 May 1914 . His mother is Patia Power
15 16	Tyrone Edmund Power was born at Cincinnati on 05 May 1914 . His mother is Patia Power
0 1	William Fox was born at London on 19 May 1939 . His mother is Angela Muriel Darita Worthington
5 5	William Fox was born at London on 19 May 1939 . His mother is Angela Muriel Darita Worthington
7 9	William Fox was born at London on 19 May 1939 . His mother is Angela Muriel Darita Worthington
14 17	William Fox was born at London on 19 May 1939 . His mother is Angela Muriel Darita Worthington
